1,883,10301001,第883题	试题编号：10301001,通信的目的是交换不同地点的(),其中包括语言、文字、图像和数据等。,位置,消息,角度,高度,B,
2,884,10301002,第884题	试题编号：10301002,对现代通信的主要要求之一是:信息的传递应不受()影响。,地形,大气,温度,高度,A,
3,885,10301003,第885题	试题编号：10301003,按传输媒介分类,现代通信可以分为有线通信系统和()通信系统。,同轴,光纤,卫星,无线,D,
4,886,10301004,第886题	试题编号：10301004,专门为两点之间设立传输线的通信称为(),有时也称为点对点通信。,直线通信,专线通信,直接通信,内线通信,B,
5,887,10301005,第887题	试题编号：10301005,天线的基本功用是辐射和接收()。,磁场波,电场波,电磁波,无线电,C,
6,888,10301006,第888题	试题编号：10301006,任何无线电系统都必须借助于()才能进行无线电波的发射与接收。,电路,接收机,发射机,天线,D,
7,889,10301007,第889题	试题编号：10301007,波导的形状,以()波导应用最为普遍,其次是圆形波导。,三角形截面,圆形截面,矩形截面,非规则截面,C,
8,890,10301008,第890题	试题编号：10301008,无线电发射机的输出功率是决定系统()和可靠性的主要因素之一。,作用角度,作用距离,工作频率,工作扇区,B,
9,891,10301009,第891题	试题编号：10301009,在空间传播的交变电磁场,称为()。,交变波,电磁波,正弦波,谐振波,B,
10,892,10301010,第892题	试题编号：10301010,无线电波遇到某些障碍物时,同样能绕过障碍物继续向前传播,这种现象称为()。,衍射,绕射,反射,折射,B,
11,893,10301011,第893题	试题编号：10301011,电波在传播过程中,由于扩散及媒质吸收两方面的原因,会使电波的()逐渐减小。,频谱,角度,能量,频率,C,
12,894,10301012,第894题	试题编号：10301012,电波只能在绝缘体中传播而不能穿过()。,导体,绝缘体,空气,真空,A,
13,895,10301013,第895题	试题编号：10301013,电波是不能在()中存在的。,绝缘体,导体,空气,真空,B,
14,896,10301014,第896题	试题编号：10301014,通常将地球周围的大气层分为()、同温层、电离层等三层。,平流层,对流层,扩散层,散射层,B,
15,897,10301015,第897题	试题编号：10301015,遇到电离层后反射到接收点,这种传播方式称为天波传播。,合成孔径,散射天线,发射天线,接收天线,C,
16,898,10301016,第898题	试题编号：10301016,利用空间波的传播称为()。,对流层传播,大气层传播,视距传播,空间传播,C,
17,899,10301017,第899题	试题编号：10301017,电波沿()直接传播到接收点,称为直达波。,视线,地面,电离层,对流层,A,
18,900,10301018,第900题	试题编号：10301018,在理想均匀媒质中电磁波是沿着()方式传播的。,直线,曲线,切线,弧线,A,
19,901,10301019,第901题	试题编号：10301019,主要用以实现飞机与地面之间、飞机与飞机之间的相互通信,也用以进行机内通话、广播、记录驾驶舱内的语音以及向旅客提供视听娱乐信号的系统是（）。,着陆系统,导航系统,通信系统,娱乐系统,C,
20,902,10301020,第902题	试题编号：10301020,无线电系统所包含的两个基本过程是()。,发送与定位,导航与接收,发送与通信,发送与接收,D,
21,903,10301021,第903题	试题编号：10301021,无线电发射机的电路千差万别,但其基本上是由射频振荡、功率放大、调制器、低预放大及()等几部分功能电路组成的。,滤波器,避雷针,电源,地线,C,
22,904,10301022,第904题	试题编号：10301022,无线电接收设备的基本任务是在接收端从无线电信号中提取系统所需的()。,信息,通信,频率,扰码,A,
23,905,10301023,第905题	试题编号：10301023,无线电接收机的"选择性"表示接收机选择所需信号抑制其他信号及干扰的()。,频率,带宽,能力,规格,C,
24,906,10301024,第906题	试题编号：10301024,超短波通信的特点是()。,不受地形地物的影响,无衰落现象,通信距离限定在视距,频段范围宽,干扰小,C,
25,907,10301025,第907题	试题编号：10301025,长波、中波的传播是()传播方式为主。,天波,地波,直射波,地面反射波,B,
26,908,10301026,第908题	试题编号：10301026,短波传播是以()传播方式为主。,天波,地波,直射波,地面反射波,A,
27,909,10301027,第909题	试题编号：10301027,超短波传播是以()传播方式为主。,天波,地波,直射波,地面反射波,C,
28,910,10301028,第910题	试题编号：10301028,航空器与塔台之间的无线电联络使用()通信系统。,高频,甚高频,微波,卫星,B,
29,911,10301029,第911题	试题编号：10301029,航空器与区域管制室或报告室之间的无线电联络使用()通信系统。,甚高频,高频,微波,卫星,A,
30,912,10301030,第912题	试题编号：10301030,SSB 是指(),标准调幅,双边带调幅,单边带调幅,残留边带调幅,C,
31,913,10301031,第913题	试题编号：10301031,AM是指()。,标准调幅,双边带调幅,单边带调幅,残留边带调幅,A,
32,914,10301032,第914题	试题编号：10301032,目前民航地空通信的主要手段是()。,甚高频和高频通信,低频和中频通信,甚低频和甚高频通信,低频和高频通信,A,
33,915,10301033,第915题	试题编号：10301033,ATIS的作用是()。,及时传送飞机机动区情报及气象信息,随时报告各导航台的位置,随时确定航空器的高度和位置,随时报告机场位置,A,
34,916,10301034,第916题	试题编号：10301034,下述通信网络,不属于民航平面通信网络的是()。,卫星通信网,数据分组交换网,VHF地空话音通信网,集群管制通信系统,C,
35,917,10301035,第917题	试题编号：10301035,下述通信网络,属于民航地空通信网络的是()。,数据分组交换网,VHF地空数据通信网,INTERNET国际互联网,集群管制通信系统,B,
36,918,10301036,第918题	试题编号：10301036,民航地空电台主要有()。,低频电台,导航电台,高频和甚高频电台,微波电台,C,
37,919,10301037,第919题	试题编号：10301037,通信时只发送上边带或下边带的调制方式称为()。,AM,SSB,VSB,DSB,B,
38,920,10301038,第920题	试题编号：10301038,能够在连接地面电台和机载电台的无线电话信道上选择呼叫个别航空器的系统称为(),,数据终端,数据选择系统,话音控制系统,选择呼叫系统,D,
39,921,10301039,第921题	试题编号：10301039,波导通常是用铝、铜等金属制成的封闭(),其内壁镀银,以减少损耗。,金属导管,金属网线,金属轴线,非金属导体,A,
40,922,10301040,第922题	试题编号：10301040,所谓的()是指空管二次雷达的无线电发射机部分。,引导头,导航头,自动化,雷达头,D,
41,923,10301041,第923题	试题编号：10301041,抛物面天线能形成很窄的波瓣,具有较高的增益和（）。,方向性,分辨率,归一性,抗干扰性,A,
42,924,10301042,第924题	试题编号：10301042,由于电波具有()特性,所以能够沿着起伏不平的地球表面传播。,衍射,反射,绕射,折射,C,
43,925,10301043,第925题	试题编号：10301043,无线电波在大气中的传播，有时也会产生()。,折射,反射,绕射,散射,D,
44,926,10301044,第926题	试题编号：10301044,如果用具有一定导电性的金属磁漆涂刷雷达天线罩,则会严重衰减雷达信号而降低雷达的()。,工作波长,工作频率,作用角度,作用距离,D,
45,927,10301045,第927题	试题编号：10301045,由于海水的导电系数比陆地大，所以电波沿海面可以传播()的距离。,较远,较近,视线,光学,A,
46,928,10301046,第928题	试题编号：10301046,无线电发射机的基本任务是向发射天线提供传送()的射频信号。,通信,信息,频率,扰码,B,
47,929,10301047,第929题	试题编号：10301047,无线电接收机灵敏度表示接收机接收弱信号的能力,它直接影响系统的()。,工作波长,工作频率,作用角度,作用距离,D,
48,930,10301048,第930题	试题编号：10301048,在AM信号中,有用信号是()。,载波,调频音频,下边带,载波和上边带,C,
49,931,10301049,第931题	试题编号：10301049,关于短波通信使用频率,下述中正确的是()。,距离远的比近的高,白天比晚上的高,冬季比夏季的高,与时间、距离等无关,B,
50,932,10301050,第932题	试题编号：10301050,单边带通信的缺点是()。,频带宽,功率利用率低,通信距离近,收发信机结构复杂、要求频率稳定度和准确度高,D,
51,933,10301051,第933题	试题编号：10301051,点播传播的速度v、频率f和波长λ之间的关系是()。,v=λ/f,v=λxf,v=f/λ,v=2f/λ,B,
52,934,10301052,第934题	试题编号：10301052,天波传输的特点是()。,传播距离远,信号传输稳定,干扰小,传播距离为视距,A,
53,935,10301053,第935题	试题编号：10301053,地波传输的特点是()。,信号传输稳定,传播距离为视距,受天气影响大,传播距离远,A,
54,936,10301054,第936题	试题编号：10301054,直射波传播的特点是()。,传播距离远,信号传输不稳定,传播距离为视距,干扰大,C,
55,937,10301055,第937题	试题编号：10301055,PTT是指()。,Push To Talk,Pulse Transmission Time,Push To Test,Put To Terminal,A,
56,938,10301056,第938题	试题编号：10301056,话音信号的主要能量集中的频率范围是()赫兹。,50~0000,200~5000,300~3400,400~5000,C,
57,939,10301057,第939题	试题编号：10301057,SSB通信的优点是()。,节省发射功率,接受设备简单,易于实现,频率稳定度、准确度不需很高,A,
58,940,10301058,第940题	试题编号：10301058,AM接收机采用()进行检波。,同步检波器,包络检波器,鉴频器,鉴相器,B,
59,941,10301059,第941题	试题编号：10301059,SSB接收机采用()进行检波。,同步检波器,包络检波器,鉴频器,鉴相器,A,
60,942,10301060,第942题	试题编号：10301060,话音信号不经调制而直接发射，将导致()。,天线尺寸过大和接收机无法正确接受,发射功率过大,接收机体积过大,发射机体积过大,A,
61,943,10301061,第943题	试题编号：10301061,当调制度由30%调整为80%时,AM信号功率将()。,变小,变大,不变,不一定,B,
62,944,10301062,第944题	试题编号：10301062,在国际间数据交换中,应使用作为第五号国际字母表,其有()个字符的七单位编码字符组。,66,93,120,128,D,
63,945,10301063,第945题	试题编号：10301063,对天线控制波束的要求应()。,覆盖整个询问波束,覆盖询问波束旁瓣,覆盖询问波束主瓣,和询问波束一样,C,
64,946,10301064,第946题	试题编号：10301064,半双工通信指通信双方都能收发消息,但不能同时进行收发的工作方式,典型的如()。,PTT,ACARS,AMSS,GPRS,A,
65,947,10301065,第947题	试题编号：10301065,无线电波经过不同媒质的交界面时,也会产生()现象。,衍射,绕射,反射,折射,C,
66,948,10301066,第948题	试题编号：10301066,观众可以看到放映机发出的光束,这是由于空气中的微尘引起光波段()的结果。,散射,反射,绕射,折射,A,
67,949,10301067,第949题	试题编号：10301067,电波射向导体时能量全部被()。,衍射,散射,反射,折射,C,
68,950,10301068,第950题	试题编号：10301068,电波利用电离层或对流层的()而散射传播到接收点,称为散射传播。,均匀性,温度变异,媒质特性,不均匀性,D,
69,951,10301069,第951题	试题编号：10301069,在理想均匀媒质中电磁波的传输速度是()的。,变速,等速,不确定,未知,B,
70,952,10301070,第952题	试题编号：10301070,当接收机工作频率改变时,需要同时改变输入回路、高放谐振回路和本机振荡的()。,频率,带宽,能力,规格,A,
71,953,10301071,第953题	试题编号：10301071,在收信端也必须有能将电信号还原为语音信号的耳机或扬声器,这类能完成电信号和声音信号之间相互转换的器件,称为()。,电源器件,电声器件,振荡器件,滤波器件,B,
72,954,20301072,第954题	试题编号：20301072,无线电波经过不同媒质的交界面时,通常是不会产生反射现象。,T,F,,,F,
73,955,20301073,第955题	试题编号：20301073,在空间传播的交变电磁场,称为电磁波。,T,F,,,T,
74,956,20301074,第956题	试题编号：20301074,由于电波具有绕射特性，所以能够沿着起伏不平的地球表面传播。,T,F,,,T,
75,957,20301075,第957题	试题编号：20301075,在理想均匀媒质中电磁波的传输速度是变速的。,T,F,,,F,
76,958,10302001,第958题	试题编号：10302001,机载设备中使用填充有高频介质的同轴线,电磁能在其中的传播速度接近于()。,声速,光速,波速,风速,B,
77,959,10302002,第959题	试题编号：10302002,通常将频率在300000MHz以下的电磁波称为(),简称电波。,正弦波,光学波,无线电波,谐振波,C,
78,960,10302003,第960题	试题编号：10302003,电波在真空中的传播速度等于()。,音速,光速,空速,地速,B,
79,961,10302004,第961题	试题编号：10302004,无线电波在均匀媒质中是以恒定的速度沿()传播的。,直线,曲线,折线,弧线,A,
80,962,10302005,第962题	试题编号：10302005,在执行远距离飞行管制任务而没有其他通信手段的地方,应使用()。,甚高频电台,超短波电台,中波电台,高频电台,D,
81,963,10302006,第963题	试题编号：10302006,高频通信系统用于飞机与地面电台或与其他飞机之间进行调幅和单边带通信联络,它的传播特性适用于()通信。,远距离,大圆距离,视线距离,空间距离,A,
82,964,10302007,第964题	试题编号：10302007,电波在空气中的传播速度略()光速。,大于,小于,等于,强于,B,
83,965,10302008,第965题	试题编号：10302008,高频通信采用的调制方式是()。,等幅制,调幅制,调频制,调相制,B,
84,966,10302009,第966题	试题编号：10302009,短波(单边带机或者HF)主要利用（）传播。,折射波,散射波,地波,天波,D,
85,967,10302010,第967题	试题编号：10302010,当把射频信号施加到天线输入端时,天线便能有效地把射频信号所包含的电磁能量辐射到空中去,在天线附近的空间中形成()»,交变波,谐振波,正弦波,电磁波,D,
86,968,20302011,第968题	试题编号：20302011,高频通信系统通信距离可达数千km。,T,F,,,T,
87,969,20302012,第969题	试题编号：20302012,高频通信系统用于飞机与地面电台或与其他飞机之间进行调幅和单边带通信联络,它的传播特性适用于近距离通信。,T,F,,,F,
88,970,20302013,第970题	试题编号：20302013,短波主要利用天波传播。,T,F,,,T,
89,971,10303001,第971题	试题编号：10303001,甚高频(VHF)通信系统用于()内的调幅通话联络。,弦线距离,大圆距离,视线距离,空间距离,C,
90,972,10303002,第972题	试题编号：10303002,应急电台的作用是在飞机发生事故时,使用它发出()以便能够得到救援。,卫星信号,间歇信号,莫尔斯信号,呼叫信号,D,
91,973,10303003,第973题	试题编号：10303003,下列哪个频率是应急电台的工作频率()?,131.5MHz,121.5MHz,111.5MHz,101.5MHz,B,
92,974,10303004,第974题	试题编号：10303004,目前在终端区附近,使用甚高频(VHF)空地通信系统,主要是()。,APC通信,AOC通信,话音通信,数据通信,C,
93,975,10303005,第975题	试题编号：10303005,电台干扰是指与()相近的其他无线电台的干扰,包括敌对方有意识的干扰。,工作电压,工作频率,工作能量,工作地点,B,
94,976,10303006,第976题	试题编号：10303006,VHF通信设备一般都建在高山或者远离城市的开阔地带,是为了尽量避开()阻挡,以确保通信效果。,人员活动等的,高山、高大建筑等,水面及海洋波浪等,未知障碍及不明物体等,B,
95,977,10303007,第977题	试题编号：10303007,VHF机载电台和地面电台具有PTT(Push-To-Talk)开关,按下时处于。,接收状态,稳定状态,发射状态,待机状态,C,
96,978,10303008,第978题	试题编号：10303008,VHF机载电台和地面电台具有PTT (Push-To-Talk)开关，松开时处于。,接收状态,稳定状态,发射状态,待机状态,A,
97,979,10303009,第979题	试题编号：10303009,当某个VHF地面台管制员正与覆盖区内某架飞机通话时,其它飞机()。,可以听到他们的通话内容,听不到他们的通话内容,可以接收到他们的数据,可以监视他们的工作状态,A,
98,980,10303010,第980题	试题编号：10303010,飞机通信选址报告系统具备进行双向()的功能。,话音通信,数据传送,监视,询问,B,
99,981,10303011,第981题	试题编号：10303011,目前飞机通信选址报告系统使用国际民航专用的()通信频段。,Ku波段,C波段,甚高频,高频,C,
100,982,10303012,第982题	试题编号：10303012,VHF、ATC应答信号等,都可以认为是沿()在收发天线之间传播的。,弧线,曲线,折线,直线,D,
