1,1364,10401001,第1364题	试题编号；10401001,飞机的飞行马赫数是()。,飞机地速大小与飞行高度上音速之比,飞机表速大小与标准大气海平面上音速之比,飞机真空速大小与飞行高度上音速之比,飞机真空速大小与标准大气海平面上音速之比,C,
2,1365,10401002,第1365题	试题编号：10401002,伯努利原理表明，若流体流速增加，则压强()。,增加,减小,不变,不能确定,B,
3,1366,10401003,第1366题	试题编号：10401003,对于亚音速气流,若流管面积减小,则流速()。,增加,减小,不变,不能确定,A,
4,1367,10401004,第1367题	试题编号：10401004,临界马赫数是指()。,上翼面出现激波时的来流马赫数,上翼面出现局部超音速区时的来流马赫数,飞机产生高速振动时的来流马赫数,上翼面低压力点达到音速时的来流马赫数,D,
5,1368,10401005,第1368题	试题编号：10401005,航空器升力的产生是由于()。,机翼上、下表面压力相等,机翼上表面压力大、下表面压力小,机翼上表面压力小、下表面压力大,机翼上表面有压力、下表面无压力,C,
6,1370,10401007,第1370题	试题编号：10401007,超音速气流流过一个折角很小的二维内折翼面,会在折点处形成()。,马赫波,斜激波,正激波,膨胀波,B,
7,1371,10401008,第1371题	试题编号：10401008,超音速气流经过正激波后()。,压强,密度和速度会突然增大,压强,温度和密度会突然增大,总温,总密度和总压减小,总温不变,但总密度和总压增大,B,
8,1372,10401009,第1372题	试题编号：10401009,下列关于音速的说法中,不正确的是()。,音速是微弱扰动的传播速度,不可压流中音速趋于无穷大,音速不是气体微团本身的移动速度,强扰动的传播速度低于音速,D,
9,1373,20401010,第1373题	试题编号：20401010,飞机在空中定常飞行时,从整体上来说飞机下表面的压强一定比上表面的压强大。,T,F,,,T,
10,1374,20401011,第1374题	试题编号：20401011,亚音速气流流过一维流管时,若流管的截面积减小,则流速增大,压强减小。,T,F,,,T,
11,1375,20401012,第1375题	试题编号：20401012,音速取决于气体的温度，与气体种类无关。,T,F,,,F,
12,1376,20401013,第1376题	试题编号：20401013,流体无论其是静止的还是有相对运动，流体中都存在摩擦力。,T,F,,,F,
13,1377,20401014,第1377题	试题编号：20401014,雷诺数Re越大，则表示粘性的影响越大，反之则相反。,T,F,,,F,
14,1378,20401015,第1378题	试题编号：20401015,正激波对飞行的影响比斜激波小。,T,F,,,F,
