1,2589,10801001,第2589题	试题编号：10801001,在我国现行的空域中,空域分为()、管制区、()、危险区、禁区、航路和()。,飞行情报区、限制区、航线,航空管制区、放油区、等待区,进近管制区、放油区、航线,飞行情报区、放油区、等待区,A,
2,2590,10801002,第2590题	试题编号：10801002,在我国境内()m(含)以上的空间,划分为若干个高空管制空域,在此空域内飞行的航空器必须按照()飞行并接受空中交通管制服务。,6600、仪表飞行规则,6000、仪表飞行规则,6600、目视飞行规则,6000、固定航路,B,
3,2591,10801003,第2591题	试题编号：10801003,在我国境内6000m(不含)以下()以上的空间,划分为若干个中低空管制空域,在此空域内飞行的航空器,可以按照()飞行。,最低高度层、仪表,地球表面、仪表,最低安全高度、雷达,最低安全高度、仪表,A,
4,2592,10801004,第2592题	试题编号：10801004,C类空域指()。,中低空管制区,中低空管制空域与塔台管制空域之间的连接部分,其垂直范围通常在6600m(含)以下最低高度层以上,在一个或几个机场附近的航路汇合处划设的便于进场和离场航空器飞行的管制空域,在此空域内飞行的航空器,只能按照仪表飞行规则飞行,C,
5,2593,10801005,第2593题	试题编号：10801005,D类空域为()管制空域,通常包括起落航线、()(含)及其以下地球表面上的空间和机场机动区。,塔台、第一等待高度层,进近、空中走廊,塔台、空中走廊,进近、过渡高度层,A,
6,2594,10801006,第2594题	试题编号：10801006,我国管制空域分为()。,A、B、C、D四类,飞行情报区、管制区、限制区、危险区、禁区,飞行情报区、管制区、危险区、禁区、航路和航线,民航管制区、空军管制区、限制区、危险区、禁区,A,
7,2595,10801007,第2595题	试题编号：10801007,管制空域是根据()。,和国家空管委的协商划分的,管制需要划分的,塔台、进近和区域的不同情况划分的,所划空域内的航路结构和通信、导航、气象、监视能力划分的,D,
8,2596,10801008,第2596题	试题编号：10801008,以下有关定义正确的是()。,航路(AIRWAY):以走廊形式建立的、装设有无线电导航设备的管制区域或其一部分,管制区(CONTROLAREA):自地球表面向上延伸的管制空域,管制空域(CONTROLLEDAIRSPACE):依据空域分类,仅仅对按仪表飞行规则和雷达引导的航空器提供空中交通管制服务而划定的空间,管制地带(CONTROLZONE):从最低安全高度层向上延伸至规定上限的管制空域,A,
9,2597,10801009,第2597题	试题编号：10801009,我国军航管制区域(除台湾、香港地区外)划设7个飞行管制区,分别为()、北京、兰州、济南、()、广州和成都飞行管制区；划设()个飞行管制分区,其中空军()个,海军4个。,沈阳、南京、37、33,大连、上海、31、27,沈阳、上海、41、37,哈尔滨、南昌、27、23,A,
10,2598,10801010,第2598题	试题编号：10801010,对于各类空域的划分,应当符合()的结构、()的布局、飞行活动的性质和供()的需要。,航路、机场、空中交通管制,空域、航线、空中交通情报,航路、扇区、空中交通情报,空域、机场、空中交通管制,A,
11,2599,10801011,第2599题	试题编号：10801011,管制空域应当根据所划空域内的()和通信、导航、气象、()能力划分,以便对所划空域内的航空器飞行提供有效的空中交通管制服务。,航路结构、监视,机场布局、分析,飞行流量、服务,航路结构、管制员,A,
12,2600,10801012,第2600题	试题编号：10801012,我国D类空域的下限为()；A、B、C、D类空域的上限,应当根据提供空中交通管制的情况确定,如无上限,应当与()上限一致。,地球表面、巡航高度层,最低安全高度、13000m,地球表面、13000m,最低安全高度、巡航高度层,A,
13,2601,10801013,第2601题	试题编号：10801013,航路,()和民用机场区域设置高空管制区、中低空管制区,终端(进近)管制区和机场塔台管制区。,航线,空中走廊,管制地带,航线地带,D,
14,2602,20801014,第2602题	试题编号：20801014,在我国现行的空域中,空域分为飞行情报区、管制区、限制区、危险区、禁区、航路和航线。,T,F,,,T,
15,2603,20801015,第2603题	试题编号：20801015,在我国境内6600m(含)以上的空间,划分为若干个高空管制空域,在此空域内飞行的航空器必须按照仪表飞行规则飞行并接受空中交通管制服务。,T,F,,,F,
16,2604,20801016,第2604题	试题编号：20801016,D类空域为塔台管制空域,通常包括起落航线、第一等待高度层(含)及其以下地球表面上的空间和机场机动区。,T,F,,,T,
17,2605,20801017,第2605题	试题编号：20801017,管制空域是根据管制需要划分的。,T,F,,,F,
18,2606,10802001,第2606题	试题编号：10802001,高空管制区和中低空管制区统称为()。,管制空域,区域管制区,管制地带,管制区,B,
19,2607,10802002,第2607题	试题编号：10802002,在B类空域中的VFR飞行,VMC能见度的限制为,AMSL3000m及以上时能见度()km；AMSL3000m以下时能见度()km。,10；6,8；6,8；5,8；4,C,
20,2608,10802003,第2608题	试题编号：10802003,A、B类空域的高度范围是()。,从地表到12000m高空,高度6600m(含)以上到12000m,高度6000m(不含)到12000m,最低高度层以上的空间,D,
